id,brand,brewer,breweryId,pref,muni,reg,areaId,f1,f2,f3,f4,f5,f6,rank,tango,umap_x,umap_y,pca_x,pca_y
3750,八幡川,八幡川酒造,854,広島県,広島市,安芸（広島湾岸）,34,0.3870935018350472,0.6820069722661468,0.2425104740995009,0.27224887589886415,0.30169970115371453,0.4013372901501218,,False,2.4788127,9.840289,0.17655960713960736,-1.555182038503763
3751,東長,瀬頭酒造,1353,佐賀県,嬉野市,西部（唐津・伊万里・鹿島）,41,0.47234373644519795,0.5913235225309142,0.27841348767705476,0.37944806142608556,0.19348152613560976,0.41024125090773134,,False,3.0438473,9.933077,0.35719221710586035,-1.6064678093866873
3754,？？？,町田酒造店,194,群馬県,佐波郡玉村町,中毛,10,0.5009231599057504,0.4573229863244405,0.20499656255236637,0.21294184493901727,0.22643899168997242,0.6334739435110521,,False,-1.4301554,9.285937,3.1662254510699412,-1.2251145234648109
3757,雨後の月 十三夜,相原酒造,660,広島県,呉市,安芸（広島湾岸）,34,0.4266179680532101,0.5248968363161945,0.29534391799225407,0.26436803675942316,0.18146369081086217,0.5936605601870928,,False,-0.46206546,9.549639,1.7051629776650858,-1.5122226023381218
3776,水尾,田中酒造店,1357,長野県,飯山市,北信,20,0.35513360657475784,0.5188655666081075,0.2829597469225044,0.35536987652774477,0.39132021232444286,0.4951496432132545,,False,1.1164408,5.935225,0.9631593213611703,0.42659084504261735
3786,出羽の冨士,佐藤酒造,1359,秋田県,由利本荘市,県南,5,0.3503133047579689,0.6111552645194951,0.36045603562275375,0.4795288884495826,0.27126327429532876,0.2651594967254042,,False,6.5597506,7.342037,-1.5788267673147764,-0.4754322004635598
3787,深山桜,古屋酒造店,393,長野県,佐久市,東信,20,0.4104555030900092,0.6320085490323933,0.3691115171896232,0.2955132200416341,0.20841789615822132,0.40630294012310103,,False,3.566699,10.268677,-0.23597621924954737,-1.8804109558836666
3788,ささまさむね,笹正宗酒造,151,福島県,喜多方市,会津,7,0.3820161254031468,0.5318757180270074,0.2554749415915293,0.4601015737903975,0.24100982328704545,0.48592721841729913,,False,2.5342362,7.379575,0.5673366565664085,-0.304651354239723
3794,井筒長,黒澤酒造,1164,長野県,南佐久郡佐久穂町,東信,20,0.23750562994303973,0.49992144129561866,0.31860666362281126,0.5583515136614057,0.3448164196112668,0.4018764065380003,,False,5.2395663,4.39435,-0.7759375047673068,1.3992583132271188
3807,Monsoon,笑四季酒造,496,滋賀県,甲賀市,湖南,25,0.19256858404816163,0.6319116698879843,0.5119051382208479,0.4715922064290423,0.15320459047420681,0.23598147311426312,,False,10.063819,5.468879,-3.2847206057576144,-0.85366955623042
3808,Masterpiece,笑四季酒造,496,滋賀県,甲賀市,湖南,25,0.3899251362900927,0.653491531328174,0.3512326328265452,0.425135606153192,0.12032061476417504,0.31988358859555943,,False,7.8732667,7.6157813,-1.3084728788059188,-2.018023355800412
3809,崇薫,瑞鷹酒造,766,熊本県,熊本市,熊本市周辺,43,0.3714469953016802,0.5240569788847048,0.21772764416511303,0.4186791277112517,0.3785495723588253,0.470525339185676,,False,1.6750721,6.252488,0.9585307669537818,0.5087781779855325
3817,匠,京姫酒造,520,京都府,京都市伏見区,伏見,26,0.3910652055448254,0.6301360514212517,0.2782573035577285,0.4106771167189075,0.32710940586639276,0.31130881311870967,,False,5.466532,8.125271,-0.5993631447492075,-0.6070809227833421
3853,北国街道,山路酒造,1362,滋賀県,長浜市,湖北,25,0.28540590544574307,0.4635686028001959,0.40977090239700503,0.5854371441733384,0.3088741733930163,0.31240282075592846,,False,5.7382746,4.4032235,-1.4181943248400417,1.2835933726115691
3862,北光正宗,角口酒造店,1363,長野県,飯山市,北信,20,0.29457420843242565,0.4272377718110217,0.21801641451089218,0.43621861107140447,0.49247597089093653,0.50034338860241,,False,1.0605087,3.9268563,1.342060178464806,2.173884590147574
3871,超濃厚ヨーグルト酒,新澤醸造店,42,宮城県,大崎市,県北（大崎・栗原）,4,0.0,0.514302826940343,0.380106856375316,0.736009047645159,0.0,0.22204067582790418,,False,8.506696,4.099664,-4.016902983045547,0.6453103179104362
3884,玄宰,末廣酒造,139,福島県,大沼郡会津美里町,会津,7,0.49479862718660017,0.5529523083107499,0.18472777816017347,0.30661716602878847,0.22097978078694494,0.5219650957908037,,False,0.25603375,9.712453,1.901191412513436,-1.4951854150604327
3893,Mr.Summer Time,寒梅酒造,1096,宮城県,大崎市,県北（大崎・栗原）,4,0.3574521009137386,0.5908557628041009,0.2703140477345717,0.36056854796985505,0.30899721433414346,0.47387637887907025,,False,2.1738868,8.665828,0.46086013305416135,-0.5235148589528926
3895,京姫 匠,京姫酒造,520,京都府,京都市伏見区,伏見,26,0.36502786406210136,0.6229774503387591,0.23632537447192092,0.4413256205733267,0.288924581231055,0.3802083050045235,,False,5.6666684,8.428929,-0.2702408317840917,-0.5756241950610753
3904,三春駒,三春酒造,1324,福島県,田村郡三春町,中通り,7,0.3614926122605279,0.5646290674605234,0.2308767718670478,0.43941679478696394,0.3270461899163728,0.4440345637360964,,False,3.4645774,6.5627465,0.3988937008445134,0.037707366555374246
3909,菊乃井,鳴海醸造店,1188,青森県,黒石市,津軽,2,0.29336080165782147,0.5300901912648136,0.3158064680524127,0.4307971199322055,0.4206359191010688,0.4131456993990015,,False,2.997845,4.5013676,-0.1184817955509248,1.021237886592701
3912,千代菊,千代菊,433,岐阜県,羽島市,岐阜・西濃,21,0.22010841336145806,0.5867405526993005,0.4800213600302402,0.4489027137914149,0.32807817008366064,0.26022753883015426,,False,9.001081,5.3043275,-2.397295352609932,0.35091732951798715
3918,カワセミの旅,越の華酒造,257,新潟県,新潟市,下越,15,0.06539972994020958,0.42682926096402124,0.899889478710272,0.0,0.061143956489662754,0.0,,False,11.0961075,5.0384793,-4.432746292066546,-1.5216621124757055
3954,水神,あさ開,26,岩手県,盛岡市,県央（盛岡周辺）,3,0.04176611171871044,0.20980127663768863,0.2723698280565683,0.15937847240330033,0.8515070316061198,0.3599832921918137,,False,0.045727137,3.150016,1.701134128187436,5.698948462418761
3963,水鳥記,角星,48,宮城県,気仙沼市,三陸沿岸,4,0.3907486812803559,0.5395383041307373,0.3203842398835646,0.4242791728974475,0.32191879864567907,0.4122175345756195,,False,3.5658069,6.8895445,0.10531770609088655,-0.037906660102721604
3991,浜福鶴,小山本家酒造 灘浜福鶴蔵,1253,兵庫県,神戸市東灘区,灘五郷,28,0.3800000172336918,0.627520641592882,0.32767003687283447,0.3861218891068676,0.26801868285744923,0.36541216537617977,,False,5.096424,8.975347,-0.574716684871338,-1.0269809614245045
4028,三河武士,丸石醸造,987,愛知県,岡崎市,西三河,23,0.3237983792298741,0.5670521833027008,0.3739580059611912,0.36250716005519573,0.2533301724512803,0.4880309656484903,,False,3.7255855,8.8339,-0.04044849757490503,-0.63475043800891
4033,亀齢萬年,亀齢酒造,886,広島県,東広島市,西条（東広島）,34,0.247716174217218,0.5168937192069856,0.3340608456327945,0.3834336721144219,0.47226892193690206,0.43566227281239706,,False,2.5212262,3.8451726,0.006200226934462854,1.417337260184698
4039,葵天下,山中酒造,1375,静岡県,掛川市,西部,22,0.26841374590618633,0.5433386063009786,0.40878988627733404,0.47860646375300375,0.3479469693993045,0.33984821336674403,,False,6.6458607,5.478611,-1.3291280082190844,0.7069134097082729
4045,恵那山,はざま酒造,1376,岐阜県,中津川市,東濃,21,0.4435756641797873,0.6243644076586901,0.27648961545409584,0.3615828982739637,0.20216027520939533,0.40663526648039494,,False,3.165514,9.972387,0.1417756297471553,-1.7170034241876135
4050,旭日,藤居本家,1377,滋賀県,愛知郡愛荘町,湖東,25,0.2079619455557535,0.5964165351637661,0.3569573317977898,0.4877391218347985,0.3137625543663376,0.3705188491413725,,False,6.5425973,6.1506085,-1.5031839014612278,0.4388256813362813
4055,山陽鶴,山陽鶴酒造,1378,広島県,東広島市,西条（東広島）,34,0.2826148438080049,0.5366282868313806,0.43196995802162635,0.466257960140074,0.3343967169984294,0.3410912450727493,,False,6.902979,5.5089397,-1.3166669264373354,0.5580300354561109
4070,KONISHI,小西酒造,563,兵庫県,伊丹市,阪神（伊丹など）,28,0.46830089591023866,0.5345231970082748,0.31642963392525403,0.3076046656264804,0.29560062184559094,0.46135794300409716,,False,1.5609502,9.145136,1.0557625783596516,-0.8712728170461085
4100,尊皇,山﨑,453,愛知県,西尾市,西三河,23,0.26062605984939946,0.4721009403594082,0.27081940033527013,0.36125678830882574,0.5132602329900835,0.49184253331014566,,False,1.3295742,4.1693716,0.9714202099500954,1.8555715036458942
4111,嬉長,上田酒造,1382,奈良県,生駒市,北西部（奈良盆地）,29,0.20300559821633601,0.5634714141344648,0.457222044879845,0.5179112650653787,0.25913744481636286,0.3112111830163762,,False,8.364089,4.9189487,-2.296231568406143,0.38768358119220514
4116,長良川,小町酒造,435,岐阜県,各務原市,岐阜・西濃,21,0.22562490940169275,0.45104225129895753,0.30672446385955254,0.4407286966739835,0.5202624303771757,0.4320412139331182,,False,1.570419,3.3430967,0.21119929038560906,2.428670540755295
4117,能登路,久世酒造店,336,石川県,河北郡津幡町,金沢周辺,17,0.18454667989383863,0.5358529653641942,0.5162854433966471,0.3968209892571475,0.3483725759042156,0.36527128853788743,,False,8.378592,5.514504,-1.7344478737655022,0.7272311890561892
4126,松嶺の富士,藤屋酒造本店,106,山形県,酒田市,庄内,6,0.3796852927660948,0.3451211098306213,0.24433696627366028,0.429135463667254,0.40073151172069654,0.5764433660436431,,False,0.56903297,5.2086596,2.257001510701379,1.7682486506718886
4132,Ohmine Junmai,大嶺酒造,1326,山口県,美祢市,長門,35,0.5149030297316326,0.5612369993332702,0.20731739274400007,0.2572326291123893,0.14285454491025615,0.5388240461753854,89.0,False,-0.00725271,10.090924,1.9875022974356145,-2.294246692952906
4173,多賀治,十八盛酒造,642,岡山県,倉敷市,備中,33,0.4061043091447831,0.5851916625819115,0.2919727125195047,0.28206377040492103,0.27395396378790055,0.5027635611622195,,False,1.772897,9.455751,0.942418754648317,-1.175468886993999
4195,二兎,丸石醸造,987,愛知県,岡崎市,西三河,23,0.3979657541389901,0.5571171802785849,0.31837516138804894,0.3470121259112725,0.24407755528065023,0.49988968189083255,43.0,False,2.1261408,8.236733,0.66190421485241,-0.9345987874189843
4246,柏盛,片山酒造,1390,栃木県,日光市,県北,9,0.23324637230399575,0.6083371823835685,0.3369176653871445,0.4249028293304752,0.3677639577470622,0.3823816759415871,,False,7.207234,6.058278,-1.0358133744339857,0.391267210101504
4247,咲耶美,貴娘酒造,196,群馬県,吾妻郡中之条町,北毛,10,0.528802675212569,0.4136169906829352,0.13644770181191115,0.20488597823178714,0.24671097940634737,0.6540842215961453,,False,-1.734784,9.252583,3.9573355407990496,-0.9253824336699864
4258,苗場山,苗場酒造,1391,新潟県,中魚沼郡津南町,中越,15,0.32579537199508435,0.5374270313276062,0.40453402082221884,0.40184088117262734,0.341959876642389,0.4036943603365274,,False,4.753455,7.0164485,-0.4814478886473673,0.22292092810627454
4261,明蜂 㐂久盛,信州銘醸,397,長野県,上田市,東信,20,0.3094893671090024,0.6140680206729636,0.3194792837304195,0.46683369757012894,0.32462598660261693,0.3189891103715529,,False,6.0239277,7.6241407,-1.1869439636316625,-0.037825939346961976
4264,明石鯛,明石酒類醸造,1565,兵庫県,明石市,播磨,28,0.30817804912815616,0.6139125568829772,0.3807221932089922,0.4528717809457512,0.23994786364543175,0.34716054915574834,,False,6.775323,7.363741,-1.3876967478334215,-0.6360272592854155
4283,千曲錦,千曲錦酒造,1145,長野県,佐久市,東信,20,0.35382373156383584,0.5698908555256602,0.36088767787691717,0.3967263698730202,0.32546590455730495,0.395567182846544,,False,4.583571,7.677912,-0.36737224183853934,-0.1866426665932535
4312,東の麓,東の麓酒造,1368,山形県,南陽市,置賜,6,0.30677462913678083,0.5738362575191304,0.3259373125508808,0.4608534834264121,0.3542434750734229,0.36399419218331663,,False,5.5196543,6.5737257,-0.7492418831557722,0.3857054994458676
4390,泰斗,千代の園酒造,1099,熊本県,山鹿市,県北,43,0.3475601893511821,0.45776426363346673,0.2900839270836473,0.33803096188140025,0.4351191651377166,0.5309533782785467,,False,0.21551938,5.3634706,1.4833118399539367,1.0468252597927927
4439,御慶事,青木酒造,1403,茨城県,古河市,県西,8,0.3860375160382978,0.5504487087858997,0.2866767478668755,0.37651752344070133,0.3505058538348056,0.4485285926326251,,False,2.4591148,8.066264,0.563931932334657,-0.06669850274276212
4611,吉の川,吉の川酒造店,1128,福島県,喜多方市,会津,7,0.2210335190445524,0.430659073710135,0.28667242214410804,0.6094019153863947,0.34347432144788975,0.4406251968524332,,False,4.946454,4.241852,-0.3342382721680238,2.083920790233027
4831,鈴正宗,矢尾酒造,1435,滋賀県,蒲生郡日野町,湖東,25,0.424361289970268,0.6660006863820177,0.28305886298161304,0.3118491321990385,0.20340736165340378,0.3970060772493487,,False,3.1885126,10.347961,-0.052835804664988245,-2.0806961316635584
6558,江戸開城,東京港醸造,1499,東京都,港区,23区,13,0.4597645918981966,0.5171131865789659,0.19905686993127203,0.3069066348131705,0.29049851885167083,0.5504595924213129,,False,-0.279439,8.297528,2.0952037961178727,-0.712581545877715
6574,珠韻,秀鳳酒造場,104,山形県,山形市,村山,6,0.339142268260557,0.6217496853008191,0.3251250570719173,0.399664544420148,0.34103741829664536,0.341562994521353,,False,5.1893377,7.8860016,-0.7771309754006351,-0.33566855200281087
6674,花越路,村祐酒造,1141,新潟県,新潟市,下越,15,0.24733719036481713,0.5417208935514465,0.34486290715663587,0.5878525567855122,0.1844712827704102,0.38318674342089387,,False,5.808307,5.382024,-1.4444215152819881,0.19514174112580102
6705,山川光男,山川光男プロジェクト,1529,山形県,,,6,0.3836860410809917,0.5094281287556562,0.3141963674613889,0.38433113924609996,0.29508279787220176,0.5096708388674815,,False,1.7865865,7.011047,0.8434428520805712,-0.12909923381200308
6839,三好,阿武の鶴酒造,1535,山口県,阿武郡阿武町,長門,35,0.4181320706112589,0.5411677296889378,0.2595173532957652,0.3460665853234382,0.2980898447329918,0.5062945449021343,,False,1.3100487,8.436212,1.1921892784324983,-0.549836119307135
7142,桜顔,桜顔酒造,1101,岩手県,盛岡市,県央（盛岡周辺）,3,0.35695331917372036,0.5471583057853575,0.3086500742319578,0.4256385956218189,0.31049090103758903,0.4476208600004252,,False,3.2999182,6.796932,0.1490964768789902,-0.022090573006987864
7308,水府自慢,明利酒類,167,茨城県,水戸市,県央,8,0.5060672280252366,0.5202005059128554,0.16452080860142054,0.23365670240133635,0.23756559727590493,0.5789537376318362,,False,-0.8411847,9.641584,2.741698166444264,-1.478841853502373
7548,羽水,せんきん,1168,栃木県,さくら市,県北,9,0.3946046978167616,0.6361519472920648,0.3491455548497907,0.25164771000997377,0.1476451206958853,0.48225466542846607,,False,2.8249948,9.945355,0.22666227127186378,-2.3739814118329647
7920,天弓,東の麓酒造,1368,山形県,南陽市,置賜,6,0.4262769018378844,0.5650470749701287,0.2444852045061176,0.4188612747983349,0.33207780674449355,0.39181163018327914,,False,3.3890274,7.9657416,0.4013569473655822,-0.25235742867589783
7946,無想,大洋酒造,258,新潟県,村上市,下越,15,0.35635007085062503,0.3718729940157472,0.19814535143084938,0.29920420734029496,0.5177358624050077,0.5812830137914511,,False,0.050158877,4.030424,2.832429179531571,1.9712567799042782
7994,今西,今西酒造,600,奈良県,桜井市,北西部（奈良盆地）,29,0.39309172928465447,0.5761047415567272,0.2315173657273588,0.4549991877495755,0.22154724274823695,0.4515246248748801,,False,2.8173847,7.7598433,0.327508019211735,-0.7528074112918581
8607,春心,西出酒造,1204,石川県,小松市,加賀,17,0.33307331618061636,0.6444510807544384,0.40755659339584827,0.37200156077509783,0.23976680173051668,0.3343191787966478,,False,8.251273,7.199105,-1.3617854400632192,-1.2217652103108618
