brand,name,brewer,pref,city,reg,cls,rice_list,smv,acidity,amino,alcohol,polish,sweetness,rank,umap_x,umap_y,pca_x,pca_y,tango,n_imputed
金閣,荒武者,キンシ正宗,京都府,京都市伏見区,伏見,本醸造,[],11.0,1.3,1.2,16.5,60.0,-0.93,,9.077289,1.543619,1.2015692198291368,0.4514595219848261,False,0
金閣,,キンシ正宗,京都府,京都市伏見区,伏見,本醸造,['国内産米'],1.0,1.5,1.3,16.5,65.0,-0.24,,8.76187,1.6136497,0.26905209020115384,1.0163537281063126,False,0
松屋久兵衛,,キンシ正宗,京都府,京都市伏見区,伏見,純米大吟醸,['山田錦'],1.0,1.2,1.1,16.5,35.0,0.11,,3.294969,4.1575356,1.2986239288182284,-1.6353067002475274,False,0
金鵄正宗,純米大吟醸 祝,キンシ正宗,京都府,京都市伏見区,伏見,純米大吟醸,['祝'],1.0,1.2,1.1,16.5,45.0,0.11,,4.192332,4.493702,1.0633062270995117,-1.006402672232084,False,0
切子,純米大吟醸,キンシ正宗,京都府,京都市伏見区,伏見,純米大吟醸,['祝'],1.0,1.2,1.1,16.5,45.0,0.11,,4.1393156,4.5166864,1.0633062270995117,-1.006402672232084,False,0
金鵄正宗,純米吟醸,キンシ正宗,京都府,京都市伏見区,伏見,純米吟醸,['祝'],1.5,1.2,1.2,15.5,55.0,0.06,,13.94842,7.759707,0.44362277310919845,-0.24111266773269557,False,0
金鵄正宗,特別純米,キンシ正宗,京都府,京都市伏見区,伏見,特別純米,['五百万石'],1.5,1.4,1.3,15.5,60.0,-0.17,,14.872305,3.2995894,0.1070822003123962,0.4762133505929711,False,0
金鵄正宗,純米酒,キンシ正宗,京都府,京都市伏見区,伏見,純米,['国内産米'],4.0,1.5,1.3,15.5,60.0,-0.52,,14.843884,3.288228,0.14193162910622767,0.5551209679723955,False,1
銀閣,荒武者,キンシ正宗,京都府,京都市伏見区,伏見,普通酒,[],11.0,1.3,1.2,15.5,60.0,-0.93,,14.518417,4.6946917,0.7779969408254981,0.2589492321973766,False,1
桃山,荒武者,キンシ正宗,京都府,京都市伏見区,伏見,普通酒,[],8.5,1.3,1.2,15.5,60.0,-0.7,,14.550769,4.603471,0.6290028016177031,0.22084127914633156,False,1
銀閣,,キンシ正宗,京都府,京都市伏見区,伏見,普通酒,[],1.0,1.3,1.4,15.5,60.0,-0.01,,10.185933,0.121833354,0.2008357817752837,0.7490667713155686,False,1
金鵄正宗,純米吟醸生原酒,キンシ正宗,京都府,京都市伏見区,伏見,純米吟醸,['祝'],1.5,1.2,1.1,17.5,55.0,0.06,,7.230719,2.9598246,1.2813596322259928,-0.1773667638189824,False,0
酒呑童子,丹後の秋 紅葉姫,ハクレイ酒造,京都府,宮津市,丹後,純米吟醸,['五百万石'],4.0,2.0,1.0,16.45,55.0,-1.1,,7.9109006,3.4434683,0.06303749627777513,-0.3362719760789116,True,0
香田,香田３５磨き,ハクレイ酒造,京都府,宮津市,丹後,大吟醸,['山田錦'],5.0,1.3,0.9,17.45,35.0,-0.38,,3.892671,4.1066566,1.8064481084092272,-1.9931988870617718,True,0
酒呑童子,斗瓶取り雫酒 青瓶,ハクレイ酒造,京都府,宮津市,丹後,大吟醸,['山田錦'],5.0,1.3,0.9,17.45,35.0,-0.38,,3.8722847,4.1096935,1.8064481084092272,-1.9931988870617718,True,0
酒呑童子,斗瓶取り雫酒 黒瓶,ハクレイ酒造,京都府,宮津市,丹後,大吟醸,['山田錦'],5.0,1.5,0.9,17.45,35.0,-6.65,,3.9089277,4.1569138,1.5781586875813,-1.9115995584050132,True,1
香田,香田５０磨き,ハクレイ酒造,京都府,宮津市,丹後,純米大吟醸,['山田錦'],2.0,1.3,1.3,15.45,50.0,-0.1,,4.073643,10.226122,0.4651648263364531,-0.1954942656300149,True,0
香田,特別純米酒 香田,ハクレイ酒造,京都府,宮津市,丹後,特別純米,['山田錦'],4.0,1.4,1.2,14.45,60.0,-0.4,,13.394259,3.948421,-0.19808225232411264,-0.00908917629399247,True,0
酒呑童子,純米 京女,ハクレイ酒造,京都府,宮津市,丹後,特別純米,"['五百万石', '京の輝き']",-1.0,1.5,1.5,14.45,60.0,-0.06,,10.277422,-0.42077136,-0.5819921444822173,0.9193186089158556,True,0
酒呑童子,純米 酒呑童子,ハクレイ酒造,京都府,宮津市,丹後,特別純米,"['山田錦', '日本晴']",5.0,1.5,1.5,15.45,60.0,-0.61,,10.130027,-0.47466663,0.19916606862012973,1.2032879860258134,True,0
酒呑童子,大辛口 酒呑童子,ハクレイ酒造,京都府,宮津市,丹後,本醸造,"['五百万石', '日本晴']",12.0,1.2,1.1,15.45,60.0,-0.91,,14.452013,4.661321,0.9211529940819145,-0.09750744106114313,True,0
白嶺,日本酒スパークリング,ハクレイ酒造,京都府,宮津市,丹後,リキュール,['五百万石'],-4.0,2.5,1.8,15.0,60.0,-0.94,,10.32505,-1.5760337,-1.6410443655477567,2.351290394905051,True,0
白嶺,純米吟醸 初搾り,ハクレイ酒造,京都府,宮津市,丹後,純米吟醸,['五百万石'],5.0,2.0,1.1,16.45,60.0,-1.19,,8.328947,2.1816251,0.014383999992018,0.31469789481041455,True,0
白嶺,特別純米 香田生酒,ハクレイ酒造,京都府,宮津市,丹後,特別純米,['山田錦'],3.0,1.7,1.3,14.45,70.0,-0.66,,11.666128,0.6313298,-0.826024042077355,1.0482453391473572,True,0
酒呑童子,純米生酛原酒,ハクレイ酒造,京都府,宮津市,丹後,純米,"['京の輝き', '五百万石']",5.0,1.5,1.5,17.0,65.0,-0.61,,8.337191,-0.00036676117,0.7380442502164118,1.816130949204082,True,0
酒呑童子,夏の純米吟醸,ハクレイ酒造,京都府,宮津市,丹後,純米吟醸,['山田錦'],-2.0,1.9,1.5,15.45,50.0,-0.43,,9.128318,-1.6332439,-0.43927866109883434,0.630880346780961,True,0
酒呑童子,吟醸生酛,ハクレイ酒造,京都府,宮津市,丹後,純米吟醸,['五百万石'],12.0,1.7,1.4,17.0,60.0,-1.49,,8.513744,0.551582,1.035189571139186,1.3687058567348585,True,0
八重垣,黒乃無,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米大吟醸,['山田錦'],-4.0,1.3,1.3,16.0,40.0,0.46,,2.2762153,4.3460097,0.575861347408463,-0.809976721584869,False,0
八重垣,青乃無,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米大吟醸,"['山田錦', '五百万石']",1.0,1.2,1.3,15.0,50.0,0.11,,4.1341276,9.963587,0.3291043555156616,-0.33816674158316445,False,0
八重垣,特別純米 山田錦,ヤヱガキ酒造,兵庫県,姫路市,播磨,特別純米,['山田錦'],3.0,1.5,1.5,15.0,65.0,-0.43,,10.763635,-0.5764136,-0.22829561915710184,1.4006240071883467,False,0
八重垣,純米,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米,['国内産米'],1.0,1.7,1.5,15.0,65.0,-0.47,,10.782821,-0.6359639,-0.575780351351265,1.4517369734042693,False,0
八重垣,純米 無濾過生原酒,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米,"['キヌヒカリ', '兵庫北錦']",2.0,2.1,2.1,17.0,65.0,-1.03,,10.30954,-1.7125679,-0.06917078597382535,3.9428474454802216,False,0
八重垣,純米 生酒,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米,"['キヌヒカリ', '山田錦']",1.0,1.8,1.7,15.0,65.0,-0.59,,10.637881,-1.2109591,-0.6711096639842625,2.135085989055021,False,0
八重垣,純米吟醸 ひやおろし,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米吟醸,['雄町'],-4.0,1.5,1.2,15.0,60.0,0.22,,13.93029,3.1472456,-0.5560434547510194,0.015645697654140037,False,0
八重垣,本醸造,ヤヱガキ酒造,兵庫県,姫路市,播磨,本醸造,"['キヌヒカリ', '兵庫北錦']",2.5,1.5,1.5,15.0,70.0,-0.38,,11.178599,-0.53332585,-0.3757532978580192,1.7074544305858594,False,0
八重垣,褒紋 純米大吟醸,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米大吟醸,['兵庫北錦'],2.0,1.2,1.5,16.0,50.0,0.01,,8.746223,-1.9458508,0.8310896879833847,0.5121360807470755,False,0
八重垣,褒紋 純米吟醸,ヤヱガキ酒造,兵庫県,姫路市,播磨,純米吟醸,['雄町'],-5.0,1.5,1.5,16.0,60.0,0.32,,9.673129,-0.45369032,-0.16384573475904934,1.1567368332047305,False,0
獺祭,純米吟醸４５,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],3.0,1.3,1.2,16.0,45.0,-0.2,13.0,3.1213493,7.199215,0.865978387440448,-0.7100971146954078,False,1
獺祭,純米大吟醸 磨き二割三分,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],5.0,1.2,0.8,15.5,23.0,-0.27,13.0,3.2432554,4.745401,1.3676004179380727,-3.485353125755396,False,0
獺祭,純米大吟醸 磨き二割三分 遠心分離,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],4.0,1.1,0.8,15.5,23.0,-0.06,13.0,3.2543015,4.7475386,1.422147472668918,-3.541395971304193,False,0
獺祭,純米大吟醸 三割九分,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],6.0,1.1,1.2,15.5,39.0,-0.24,13.0,1.7351401,3.82062,1.20246525684714,-1.219564461393903,False,1
獺祭,純米大吟醸 三割九分 遠心分離,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],6.0,1.1,1.2,15.5,39.0,-0.24,13.0,1.745759,3.8329484,1.20246525684714,-1.219564461393903,False,1
獺祭,純米大吟醸 磨き二割三分 正月一番乗り,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],5.0,1.1,1.2,16.0,23.0,-0.15,13.0,0.65142643,3.749815,1.7311620634157878,-2.144798942545305,False,1
獺祭,純米吟醸 ５０ 遠心分離 おりがらみ,旭酒造,山口県,岩国市,周防,純米吟醸,['山田錦'],3.0,1.5,1.2,15.5,50.0,-0.43,13.0,2.3405166,9.63014,0.3082439762513431,-0.41030091692465226,False,2
獺祭,純米吟醸 ５０ 遠心分離,旭酒造,山口県,岩国市,周防,純米吟醸,['山田錦'],3.0,1.5,1.2,15.5,50.0,-0.43,13.0,2.3771012,9.559051,0.3082439762513431,-0.41030091692465226,False,2
獺祭,純米大吟醸 ５０,旭酒造,山口県,岩国市,周防,純米大吟醸,['山田錦'],5.0,1.3,1.2,15.5,50.0,-0.38,13.0,3.5787067,9.856646,0.6557287084455065,-0.4614138831405748,False,1
獺祭,無濾過非加熱生原酒 ５０,旭酒造,山口県,岩国市,周防,,['山田錦'],5.0,1.5,1.2,16.5,50.0,-0.61,13.0,6.135515,3.2284255,0.851011566621218,-0.18730426469636668,False,1
獺祭,初心,旭酒造,山口県,岩国市,周防,,"['山田錦', '日本晴']",6.0,1.3,1.2,16.0,58.0,-0.47,13.0,9.629501,2.0995502,0.7388583422554705,0.1532076653859226,False,1
一ノ蔵,特別純米酒 ひやおろし,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['蔵の華'],0.0,1.7,1.2,16.0,55.0,-0.38,94.0,12.6600275,8.605125,-0.004711122983477204,0.0362760269722986,False,0
一ノ蔵,純米大吟醸 笙鼓,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,純米大吟醸,['山田錦'],-2.0,1.2,1.3,15.0,35.0,0.38,94.0,0.777686,3.9241931,0.5032879410443825,-1.3272523272675834,False,0
一ノ蔵,松山天,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,純米大吟醸,['山田錦'],-1.0,1.3,1.4,15.0,40.0,0.18,94.0,1.757012,4.7493916,0.3404897343446615,-0.6354827920498787,False,0
一ノ蔵,玄昌,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,大吟醸,['山田錦'],2.0,1.0,1.2,15.0,35.0,0.24,94.0,0.81110066,3.675056,0.9605602857142986,-1.6691536067038564,False,0
一ノ蔵,大吟醸,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,大吟醸,['山田錦'],2.0,1.1,1.1,15.0,40.0,0.13,94.0,2.0891652,4.2068715,0.7193490255504935,-1.6351766040289413,False,0
一ノ蔵,純米吟醸 蔵の華,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,純米吟醸,['蔵の華'],1.0,1.6,1.2,15.0,50.0,-0.36,94.0,1.8945578,9.109321,-0.1368821850306761,-0.4962427599308338,False,0
一ノ蔵,有機米仕込 特別純米酒,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['ひとめぼれ'],2.0,1.5,1.6,15.0,55.0,-0.34,94.0,9.2771635,-1.7022026,-0.04316787423102015,1.0777514736136722,False,0
一ノ蔵,特別純米 樽酒,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,"['ササニシキ', '蔵の華']",2.0,1.5,1.5,15.0,55.0,-0.34,94.0,9.183132,-1.7741058,-0.05257557312150327,0.7564767979524853,False,0
一ノ蔵,円融,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['ササニシキ'],2.0,1.8,1.8,15.0,60.0,-0.68,94.0,10.176092,-1.492289,-0.48444545855130305,2.1571518319289043,False,0
一ノ蔵,特別純米酒 超辛口,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['蔵の華'],9.0,1.4,1.3,15.0,55.0,-0.87,94.0,14.432131,4.1366396,0.45993732929332065,0.17983005084465992,False,0
一ノ蔵,特別純米酒 辛口,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,"['ササニシキ', '蔵の華']",2.0,1.5,1.5,15.0,55.0,-0.34,94.0,9.180141,-1.8088117,-0.05257557312150327,0.7564767979524853,False,0
一ノ蔵,特別純米酒,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['ササニシキ'],-9.0,1.6,1.7,15.0,55.0,0.58,94.0,9.762547,-1.514719,-0.8034790982687994,1.272150820178639,False,0
一ノ蔵,無鑑査本醸造 超辛口,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,本醸造,['トヨニシキ'],9.5,1.1,1.3,15.0,65.0,-0.56,94.0,11.377624,1.8131135,0.5968525866580537,0.6939566764851743,False,0
一ノ蔵,無鑑査本醸造 辛口,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,本醸造,['トヨニシキ'],5.0,1.2,1.3,15.0,65.0,-0.27,94.0,11.381875,1.80427,0.21451842567005894,0.6661620253216725,False,0
一ノ蔵,無鑑査本醸造 甘口,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,本醸造,['トヨニシキ'],-4.0,1.2,1.5,15.0,65.0,0.57,94.0,10.606209,-0.27741912,-0.30304507769703753,1.1715227456602828,False,0
一ノ蔵,本醸造 辛口,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,本醸造,['トヨニシキ'],5.0,1.2,1.3,15.0,65.0,-0.27,94.0,11.33814,1.8616878,0.21451842567005894,0.6661620253216725,False,0
一ノ蔵,特別純米生酒 ひゃっこい,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,"['ササニシキ', '蔵の華']",2.0,1.4,1.5,15.0,55.0,-0.22,94.0,9.245896,-1.7551298,0.061569137292460406,0.715677133624106,False,0
一ノ蔵,すず音,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,清酒,['トヨニシキ'],-80.0,3.5,0.35,5.0,55.0,5.4,94.0,14.613186,-1.5749936,-11.5663888746934,-5.297232443532344,False,0
一ノ蔵,ひめぜん,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['トヨニシキ'],-65.0,5.0,0.6,8.0,65.0,2.12,94.0,14.637436,-1.6055689,-11.325676313137677,-2.4469681737696267,False,0
一ノ蔵,ひめぜん きりり,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['トヨニシキ'],-45.0,6.0,0.8,10.0,65.0,-1.05,94.0,14.613151,-1.5807827,-10.409210347826708,-0.7065379751802018,False,0
一ノ蔵,ひめぜんＵｍｅ,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,リキュール,['トヨニシキ'],-90.0,1.5,0.7,8.45,65.0,1.81,94.0,14.506697,-1.4419563,-8.620537616284782,-3.848131649707814,False,1
一ノ蔵,本醸造生原酒 しぼりたて,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,本醸造,['やまのしずく'],-4.0,1.6,1.9,17.0,65.0,0.11,94.0,9.007754,-0.9493683,0.12515143421631794,3.004840685193444,False,0
一ノ蔵,特別純米生原酒 しぼりたて,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['ササニシキ'],-4.0,1.7,1.9,17.0,55.0,-0.01,94.0,9.030159,-0.98253816,0.24632442552107112,2.41673632150638,False,0
一ノ蔵,本醸造生酒 ひゃっこい,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,本醸造,['トヨニシキ'],5.0,1.2,1.3,15.0,65.0,-0.27,94.0,11.381163,1.810934,0.21451842567005894,0.6661620253216725,False,0
一ノ蔵,特別純米生酒 ひゃっこい,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,"['ササニシキ', '蔵の華']",2.0,1.4,1.5,15.0,55.0,-0.22,94.0,9.254035,-1.7568008,0.061569137292460406,0.715677133624106,False,0
一ノ蔵,特別純米生酒 ふゆみずたんぼ,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,特別純米,['ササニシキ'],-2.0,1.7,1.7,16.0,55.0,-0.2,94.0,9.629582,-1.1970268,-0.0768679398972977,1.6121630428373939,False,0
一ノ蔵,大吟醸 技,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,大吟醸,['山田錦'],2.0,1.1,1.1,15.0,40.0,0.13,94.0,2.1390452,4.255356,0.7193490255504935,-1.6351766040289413,False,0
一ノ蔵,すず音 ＧＡＬＡ,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,純米,['トヨニシキ'],-35.0,6.0,1.25,9.0,65.0,-2.03,94.0,14.627169,-1.592462,-10.19447142499199,0.6991195877118671,False,0
一ノ蔵,Ｍａｄｅｎａ,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,清酒,['トヨニシキ'],-40.0,4.5,0.9,18.0,65.0,0.2,94.0,13.940122,-0.7200181,-5.001065482282069,0.6190399599569817,False,0
一ノ蔵,すず音Ｗａｂｉ,一ノ蔵,宮城県,大崎市,県北（大崎・栗原）,清酒,"['トヨニシキ', '春陽']",-75.0,3.5,0.15,5.0,65.0,4.89,94.0,14.659202,-1.6216489,-11.522533695777494,-5.234661860737183,False,0
越後鶴亀,ひやおろし 純米吟醸,越後鶴亀,新潟県,新潟市,下越,純米吟醸,"['こしいぶき', '山田錦']",3.0,1.5,1.2,15.45,60.0,-0.43,,16.180756,3.5117707,0.05174766058244424,0.20897759660141838,False,0
越後鶴亀,超特醸 純米大吟醸 木箱入,越後鶴亀,新潟県,新潟市,下越,純米大吟醸,['山田錦'],1.0,1.5,1.0,16.45,40.0,-0.24,,3.7542725,4.7143106,0.807944633876314,-1.529355883405227,False,0
越後鶴亀,特醸 純米大吟醸,越後鶴亀,新潟県,新潟市,下越,純米大吟醸,['山田錦'],1.0,1.5,1.0,15.5,40.0,-0.24,,3.070818,5.2440434,0.4055509688228574,-1.712240658703304,False,0
越後鶴亀,純米酒,越後鶴亀,新潟県,新潟市,下越,純米,"['山田錦', '五百万石']",3.0,1.6,1.4,15.5,60.0,-0.54,,10.009501,0.07180896,-0.022403038100370993,0.9019521267415427,False,0
越後鶴亀,しぼりたて 純米吟醸生原酒,越後鶴亀,新潟県,新潟市,下越,純米吟醸,"['こしいぶき', '五百万石']",0.0,1.6,1.2,16.45,60.0,-0.27,,9.243356,2.179098,0.18238226212276507,0.39655800705599314,False,0
越後鶴亀,父の日限定 純米大吟醸,越後鶴亀,新潟県,新潟市,下越,純米大吟醸,['山田錦'],1.0,1.5,1.0,15.45,40.0,-0.24,,3.0796826,5.222793,0.3843723548726752,-1.7218661731926765,False,0
越後鶴亀,ワイン酵母仕込み 純米吟醸,越後鶴亀,新潟県,新潟市,下越,純米吟醸,"['こしいぶき', '五百万石', '山田錦']",-32.0,4.0,1.3,13.0,60.0,-0.01,,13.909866,-0.7888227,-5.91613243334421,0.5450823277782052,False,0
越後鶴亀,はるのさけ 純米 生一本,越後鶴亀,新潟県,新潟市,下越,純米,"['こしいぶき', '山田錦']",1.0,1.4,1.0,15.45,60.0,-0.13,,10.081138,4.676352,0.02788166184920558,-0.5048577814901695,False,0
越後鶴亀,招福神 純米 金箔入,越後鶴亀,新潟県,新潟市,下越,純米,"['こしいぶき', '山田錦']",3.0,1.6,1.4,15.45,60.0,-0.54,,10.031701,-0.0549303,-0.04358165205055323,0.8923266122521701,False,0
華鳩,特別純米 華Ｃｏｌｏｍｂｅ 瓶囲い,榎酒造,広島県,呉市,安芸（広島湾岸）,特別純米,"['こいもみじ', '八反錦']",0.0,1.5,1.2,15.0,60.0,-0.15,,14.173909,3.2005074,-0.31765283201854705,0.07661842253581212,False,1
華鳩,華Ｃｏｌｏｍｂｅ,榎酒造,広島県,呉市,安芸（広島湾岸）,純米吟醸,['こいおまち'],1.1,1.6,1.2,15.0,55.0,-0.37,,13.519182,8.951539,-0.24858127032172259,-0.18026642780107033,False,1
華鳩,華Ｃｏｌｏｍｂｅ,榎酒造,広島県,呉市,安芸（広島湾岸）,特別純米,"['八反錦', 'こいもみじ']",0.0,1.5,1.2,14.5,60.0,-0.15,,13.564858,3.474611,-0.5294389715203665,-0.019636722357912664,False,1
華鳩,しおり ８年貯蔵,榎酒造,広島県,呉市,安芸（広島湾岸）,,['中生新千本'],-48.0,3.5,1.2,16.0,60.0,2.15,,13.91699,-0.69370604,-5.0376622340838475,0.3534493003107822,False,1
華鳩,初しぼり 華ｃｏｌｏｍｂｅ 純米吟醸生原酒,榎酒造,広島県,呉市,安芸（広島湾岸）,純米吟醸,['八反錦'],2.0,1.6,1.2,16.5,55.0,-0.45,,7.084084,2.6406958,0.4404150382985417,0.12221786997848018,False,1
華鳩,貴醸酒の生にごり酒,榎酒造,広島県,呉市,安芸（広島湾岸）,,['こいもみじ'],-60.0,2.9,1.2,16.0,65.0,4.05,,13.96049,-0.6776168,-5.185624690656841,0.2401851537032119,False,1
華鳩,純米吟醸 生酒,榎酒造,広島県,呉市,安芸（広島湾岸）,純米吟醸,['八反錦'],2.0,1.6,1.2,15.5,60.0,-0.45,,17.87005,3.619798,-0.10081609156445528,0.24415959419875227,False,1
華鳩,生酛純米酒,榎酒造,広島県,呉市,安芸（広島湾岸）,純米,['中生新千本'],3.0,1.6,1.2,15.0,80.0,-0.54,,11.903255,0.7566595,-0.7236399788205898,1.4209556865563322,False,1
華鳩,無垢之酒,榎酒造,広島県,呉市,安芸（広島湾岸）,純米吟醸,['八反錦'],2.0,1.6,1.2,16.5,55.0,-0.45,,7.0833387,2.57045,0.4404150382985417,0.12221786997848018,False,1
華鳩,夏の貴醸酒にごり,榎酒造,広島県,呉市,安芸（広島湾岸）,,['コシヒカリ'],-55.0,2.6,1.2,13.5,65.0,3.89,,13.945752,-0.7034604,-5.604132978508456,-0.2872736576484597,False,1
奥の松,純米吟醸原酒 ひやおろし,奥の松酒造,福島県,二本松市,中通り,純米吟醸,['コシヒカリ'],5.0,1.3,0.9,17.0,55.0,-0.38,,7.5351253,3.452426,1.1452051794201568,-0.8220204614352374,False,0
奥の松,大吟醸雫酒 十八代伊兵衛,奥の松酒造,福島県,二本松市,中通り,大吟醸,['山田錦'],1.0,1.1,0.9,17.0,40.0,0.22,,3.8990645,4.329157,1.4880805300936868,-1.907948556996833,False,0
奥の松,純米大吟醸スパークリング,奥の松酒造,福島県,二本松市,中通り,純米大吟醸,['あきたこまち'],-25.0,2.5,1.3,11.0,50.0,1.06,,13.700909,-0.503322,-4.398605043641489,-0.9741349761949003,False,0
奥の松,大吟醸（さくらラベル）,奥の松酒造,福島県,二本松市,中通り,大吟醸,['五百万石'],5.0,1.3,0.9,15.0,50.0,-0.38,,7.9695454,5.451404,0.4157194722722377,-1.521493055017858,False,0
奥の松,純米吟醸原酒,奥の松酒造,福島県,二本松市,中通り,純米吟醸,['コシヒカリ'],5.0,1.3,0.9,17.0,55.0,-0.38,,7.5182285,3.4577847,1.1452051794201568,-0.8220204614352374,False,0
奥の松,特別純米,奥の松酒造,福島県,二本松市,中通り,特別純米,['あきたこまち'],0.0,1.4,1.4,15.0,60.0,-0.03,,10.255227,0.02550988,-0.18469272382361718,0.6783681095298052,False,0
奥の松,純米吟醸原酒 しぼりたて,奥の松酒造,福島県,二本松市,中通り,純米吟醸,['コシヒカリ'],-3.0,1.5,1.0,16.0,55.0,0.13,,7.835134,4.4832783,0.025969933014129528,-0.7336021966680865,False,0
奥の松,純米吟醸 生原酒,奥の松酒造,福島県,二本松市,中通り,純米吟醸,['コシヒカリ'],3.0,1.5,1.1,17.0,60.0,-0.43,,7.7783327,2.1498544,0.6988769941476015,0.18609387011077944,False,0
奥の松,大吟醸雫酒 十八代伊兵衛 金賞受賞酒,奥の松酒造,福島県,二本松市,中通り,大吟醸,['山田錦'],1.2,1.3,0.8,17.45,40.0,-0.03,,3.9765697,4.2062693,1.452910467063537,-2.057945637352825,False,0
奥の松,あだたら 吟醸原酒,奥の松酒造,福島県,二本松市,中通り,吟醸,['めんこいな'],4.0,1.3,1.2,17.0,60.0,-0.29,,7.7331834,1.851384,0.9961717695491299,0.4410123983356247,False,1
黄桜,超特撰 大吟醸,黄桜,京都府,京都市伏見区,伏見,大吟醸,['山田錦'],3.0,1.2,0.9,17.0,35.0,-0.08,,3.8906248,4.1642165,1.6107899819053177,-2.151114544235339,False,0
黄桜,華祥風 大吟醸,黄桜,京都府,京都市伏見区,伏見,大吟醸,['山田錦'],0.0,1.1,1.0,16.0,35.0,0.31,,3.3435597,4.5133166,1.1319771451567713,-2.108879366351236,False,0
黄桜,伏水蔵 純米吟醸,黄桜,京都府,京都市伏見区,伏見,純米吟醸,['山田錦'],1.0,1.3,1.3,16.0,60.0,-0.01,,9.880625,1.610195,0.40321422238661997,0.5240472405481077,False,0
黄桜,特撰 純米吟醸,黄桜,京都府,京都市伏見区,伏見,純米吟醸,"['山田錦', '雄町']",1.0,1.4,1.5,16.0,60.0,-0.13,,9.683901,-0.44690666,0.30788490975362276,1.2073962561988594,False,0
黄桜,京の滴 純米吟醸 祝米,黄桜,京都府,京都市伏見区,伏見,純米吟醸,['祝'],2.0,1.5,1.6,16.0,60.0,-0.34,,9.554526,-0.8888017,0.26274555391326027,1.5847137774088433,False,0
黄桜,特撰 花きざくら,黄桜,京都府,京都市伏見区,伏見,純米吟醸,[],1.0,1.4,1.3,14.0,60.0,-0.13,,13.356069,3.5614936,-0.5580750460346209,0.17982632530158782,False,0
黄桜,京のとくり 純米吟醸,黄桜,京都府,京都市伏見区,伏見,純米吟醸,[],-8.0,1.1,1.2,12.0,60.0,1.06,,12.7326355,3.2395823,-1.6085720728385535,-0.7860565539033978,False,0
黄桜,涼の樽酒 純米吟醸,黄桜,京都府,京都市伏見区,伏見,純米吟醸,[],1.0,1.2,1.3,15.0,60.0,0.11,,13.512235,4.5286775,0.09378665379694494,0.29073728643227875,False,0
黄桜,蔵の詩,黄桜,京都府,京都市伏見区,伏見,純米,[],0.0,1.4,1.5,15.0,65.0,-0.03,,10.682369,-0.48980033,-0.29294387579249237,1.3140947991987133,False,0
黄桜,呑,黄桜,京都府,京都市伏見区,伏見,普通酒,[],-1.0,1.1,1.0,14.0,60.0,0.41,,12.228138,3.8059971,-0.36305932283041575,-0.9368830571079451,False,1
